ID,URL,Festival,Town,Province,Dates,DetailsLink,TownLink,Name1,Name2
339,https://fiestas.net/espana/31/,La Gata Negra,Carasa,Cantabria,16 de agosto (Aprox.),,https://fiestas.net/carasa/,La Gata Negra,
340,https://fiestas.net/espana/31/,San Roque,Navia,Asturias,16 de agosto (Aprox.),,https://fiestas.net/navia/,San Roque,
341,https://fiestas.net/espana/31/,San Roque,Portugalete,Vizcaya,16 de agosto (Aprox.),,https://fiestas.net/portugalete/,San Roque,
342,https://fiestas.net/espana/31/,Feria de Almería,Almería,,18 de agosto (Aprox.),,https://fiestas.net/almeria/,Feria de Almería,
343,https://fiestas.net/espana/32/,Feria de Málaga,Málaga,,19 de agosto (Aprox.),,https://fiestas.net/malaga/,Feria de Málaga,
344,https://fiestas.net/espana/32/,Semana Grande,Bilbao,Vizcaya,20 de agosto (Aprox.),,https://fiestas.net/bilbao/,Semana Grande,
345,https://fiestas.net/espana/32/,Real Feria de Agosto,Antequera,Málaga,20 de agosto (Aprox.),,https://fiestas.net/antequera/,Real Feria de Agosto,
346,https://fiestas.net/espana/32/,Cristo de la Fe,Paterna,Valencia,20 de agosto (Aprox.),,https://fiestas.net/paterna/,Cristo de la Fe,
347,https://fiestas.net/espana/32/,El Alcalde de Zalamea,Zalamea de la Serena,Badajoz,20 de agosto (Aprox.),,https://fiestas.net/zalamea-la-serena/,El Alcalde de Zalamea,
348,https://fiestas.net/espana/32/,Fiestas de San Bartolomé,Alcalá de Henares,Madrid,24 de agosto (Aprox.),,https://fiestas.net/alcala-henares/,Fiestas de San Bartolomé,
349,https://fiestas.net/espana/32/,Fiesta Mayor,Arbós,Tarragona,24 de agosto (Aprox.),,https://fiestas.net/arbos/,Fiesta Mayor,
350,https://fiestas.net/espana/32/,Feria de San Bartolomé,Martos,Jaén,24 de agosto (Aprox.),,https://fiestas.net/martos/,Feria de San Bartolomé,
351,https://fiestas.net/espana/32/,Fiestas de Moros y Cristianos,Onteniente,Valencia,24 de agosto (Aprox.),,https://fiestas.net/onteniente/,Fiestas de Moros y Cristianos,
352,https://fiestas.net/espana/32/,San Bartolomé,Sitges,Barcelona,24 de agosto (Aprox.),,https://fiestas.net/sitges/,San Bartolomé,
353,https://fiestas.net/espana/33/,San Bartolomé,Villarramiel,Palencia,24 de agosto (Aprox.),,https://fiestas.net/villarramiel/,San Bartolomé,
354,https://fiestas.net/espana/33/,Aquelarre,Cervera,Lérida,25 de agosto (Aprox.),,https://fiestas.net/cervera/,Aquelarre,
355,https://fiestas.net/espana/33/,Feria y Fiestas de San Julián,Cuenca,,25 de agosto (Aprox.),,https://fiestas.net/cuenca/,Feria y Fiestas de San Julián,
356,https://fiestas.net/espana/33/,Festa da Istoria,Ribadavia,Ourense,25 de agosto (Aprox.),,https://fiestas.net/ribadavia/,Festa da Istoria,
357,https://fiestas.net/espana/33/,Cristo de los Remedios,San Sebastián de los Reyes,Madrid,del 25 de agosto al 31 de agosto,,https://fiestas.net/san-sebastian-los-reyes/,Cristo de los Remedios,
358,https://fiestas.net/espana/33/,San Ginés,Arrecife,Las Palmas,25 de agosto (Aprox.),,https://fiestas.net/arrecife/,San Ginés,
359,https://fiestas.net/espana/33/,Fiestas de Santa Marta,Astorga,León,25 de agosto (Aprox.),,https://fiestas.net/astorga/,Fiestas de Santa Marta,
360,https://fiestas.net/espana/33/,Batalla de Flores,Laredo,Cantabria,25 de agosto (Aprox.),,https://fiestas.net/laredo/,Batalla de Flores,
361,https://fiestas.net/espana/33/,San Antolín,Palencia,,del 26 de agosto al 3 de septiembre,,https://fiestas.net/palencia/,San Antolín,
362,https://fiestas.net/espana/33/,La Tomatina,Buñol,Valencia,27 de agosto (Aprox.),,https://fiestas.net/bunol/,La Tomatina,
363,https://fiestas.net/espana/34/,San Atilano-El Cipotegato,Tarazona,Zaragoza,27 de agosto (Aprox.),,https://fiestas.net/tarazona/,San Atilano-El Cipotegato,
364,https://fiestas.net/espana/34/,Feria de San Agustín,Linares,Jaén,28 de agosto (Aprox.),,https://fiestas.net/linares/,Feria de San Agustín,
365,https://fiestas.net/espana/34/,Fiestas de Toros,Sepúlveda,Segovia,28 de agosto (Aprox.),,https://fiestas.net/sepulveda/,Fiestas de Toros,
366,https://fiestas.net/espana/34/,San Agustín,Toro,Zamora,28 de agosto (Aprox.),,https://fiestas.net/toro/,San Agustín,
367,https://fiestas.net/espana/34/,San Juan Degollado,Bakio,Vizcaya,29 de agosto (Aprox.),,https://fiestas.net/bakio/,San Juan Degollado,
368,https://fiestas.net/espana/34/,Los Corazones de Tejina,San Cristóbal de La Laguna,Tenerife,29 de agosto (Aprox.),,https://fiestas.net/san-cristobal-laguna/,Los Corazones de Tejina,
369,https://fiestas.net/espana/34/,Fiesta Mayor de Manresa,Manresa,Barcelona,30 de agosto (Aprox.),,https://fiestas.net/manresa/,Fiesta Mayor de Manresa,
370,https://fiestas.net/espana/34/,Santos Mártires,Val de San Vicente,Cantabria,30 de agosto (Aprox.),,https://fiestas.net/val-san-vicente/,Santos Mártires,
371,https://fiestas.net/espana/34/,Los Encierros de Cuéllar,Cuéllar,Segovia,31 de agosto (Aprox.),,https://fiestas.net/cuellar/,Los Encierros de Cuéllar,
372,https://fiestas.net/espana/34/,Feria de Almansa,Almansa,Albacete,31 de agosto (Aprox.),,https://fiestas.net/almansa/,Feria de Almansa,
373,https://fiestas.net/espana/35/,San Ramón,Ferrol,A Coruña,31 de agosto (Aprox.),,https://fiestas.net/ferrol/,San Ramón,
374,https://fiestas.net/espana/35/,Feria de Guadix,Guadix,Granada,31 de agosto (Aprox.),,https://fiestas.net/guadix/,Feria de Guadix,
375,https://fiestas.net/espana/35/,Feria y Fiestas,Illescas,Toledo,31 de agosto (Aprox.),,https://fiestas.net/illescas/,Feria y Fiestas,
376,https://fiestas.net/espana/35/,Fiesta de las Guerras Cántabras,Los Corrales de Buelna,Cantabria,31 de agosto (Aprox.),,https://fiestas.net/los-corrales-buelna/,Fiesta de las Guerras Cántabras,
377,https://fiestas.net/espana/35/,Fiestas de La Alegría,Valmojado,Toledo,31 de agosto (Aprox.),,https://fiestas.net/valmojado/,Fiestas de La Alegría,
378,https://fiestas.net/espana/35/,San Ramón,Vilalba,Lugo,31 de agosto (Aprox.),,https://fiestas.net/vilalba/,San Ramón,
379,https://fiestas.net/espana/35/,Feria de Septiembre,Mérida,Badajoz,del 1 de septiembre al 5 de septiembre,,https://fiestas.net/merida/,Feria de Septiembre,
380,https://fiestas.net/espana/35/,Fiesta de la Vendimia Montilla-Moriles,Montilla,Córdoba,1 de septiembre (Aprox.),,https://fiestas.net/montilla/,Fiesta de la Vendimia Montilla-Moriles,
381,https://fiestas.net/espana/35/,Fiesta de la Vendimia,Requena,Valencia,1 de septiembre (Aprox.),,https://fiestas.net/requena/,Fiesta de la Vendimia,
382,https://fiestas.net/espana/35/,Virgen de las Cruces,Daimiel,Ciudad Real,del 1 de septiembre al 5 de septiembre,,https://fiestas.net/daimiel/,Virgen de las Cruces,
383,https://fiestas.net/espana/36/,San Gil,Enguera,Valencia,1 de septiembre (Aprox.),,https://fiestas.net/enguera/,San Gil,
384,https://fiestas.net/espana/36/,Motín de Aranjuez,Aranjuez,Madrid,2 de septiembre (Aprox.),,https://fiestas.net/aranjuez/,Motín de Aranjuez,
385,https://fiestas.net/espana/36/,Fiesta del Ajoblanco,Almáchar,Málaga,2 de septiembre (Aprox.),,https://fiestas.net/almachar/,Fiesta del Ajoblanco,
386,https://fiestas.net/espana/36/,"San Antolín ""Gansos""",Lekeitio,Vizcaya,2 de septiembre (Aprox.),,https://fiestas.net/lekeitio/,"San Antolín ""Gansos""",
387,https://fiestas.net/espana/36/,San Antolín,Medina del Campo,Valladolid,2 de septiembre (Aprox.),,https://fiestas.net/medina-del-campo/,San Antolín,
388,https://fiestas.net/espana/36/,Feria y Fiestas de Pedro Romero,Ronda,Málaga,2 de septiembre (Aprox.),,https://fiestas.net/ronda/,Feria y Fiestas de Pedro Romero,
389,https://fiestas.net/espana/36/,Bajada de Jesús,Almazán,Soria,3 de septiembre (Aprox.),,https://fiestas.net/almazan/,Bajada de Jesús,
390,https://fiestas.net/espana/36/,Cristo de la Fe,Carranque,Toledo,3 de septiembre (Aprox.),,https://fiestas.net/carranque/,Cristo de la Fe,
391,https://fiestas.net/espana/36/,Fiestas de la Encina,Ponferrada,León,del 4 de septiembre al 10 de septiembre,,https://fiestas.net/ponferrada/,Fiestas de la Encina,
392,https://fiestas.net/espana/36/,"Fiesta del Cocido Montañés, Ucieda",Ruente,Cantabria,4 de septiembre (Aprox.),,https://fiestas.net/ruente/,"Fiesta del Cocido Montañés, Ucieda",
393,https://fiestas.net/espana/37/,Fiesta Mayor,Sabadell,Barcelona,4 de septiembre (Aprox.),,https://fiestas.net/sabadell/,Fiesta Mayor,
394,https://fiestas.net/espana/37/,Fiesta Mayor,Santa Coloma de Gramanet,Barcelona,4 de septiembre (Aprox.),,https://fiestas.net/santa-coloma-gramanet/,Fiesta Mayor,
395,https://fiestas.net/espana/37/,Virgen de las Virtudes,Villena,Alicante,del 4 de septiembre al 9 de septiembre,,https://fiestas.net/villena/,Virgen de las Virtudes,
396,https://fiestas.net/espana/37/,Feria de la Vendimia,Villanueva del Ariscal,Sevilla,5 de septiembre (Aprox.),,https://fiestas.net/villanueva-del-ariscal/,Feria de la Vendimia,
397,https://fiestas.net/espana/37/,Romería al Santo Alto Rey de la Majestad,Bustares,Guadalajara,6 de septiembre (Aprox.),,https://fiestas.net/bustares/,Romería al Santo Alto Rey de la Majestad,
398,https://fiestas.net/espana/37/,Fiestas patronales de Moros y Cristianos,Caudete,Albacete,del 6 de septiembre al 10 de septiembre,,https://fiestas.net/caudete/,Fiestas patronales de Moros y Cristianos,
399,https://fiestas.net/espana/37/,Feria de Albacete,Albacete,,del 7 de septiembre al 17 de septiembre,,https://fiestas.net/albacete/,Feria de Albacete,
400,https://fiestas.net/espana/37/,Virgen de la Vega,Salamanca,,del 7 de septiembre al 15 de septiembre,,https://fiestas.net/salamanca/,Virgen de la Vega,
401,https://fiestas.net/espana/37/,Mare de Déu de la Salut,Algemesí,Valencia,del 7 de septiembre al 8 de septiembre,,https://fiestas.net/algemesi/,Mare de Déu de la Salut,
402,https://fiestas.net/espana/37/,Fiesta Mayor de Solsona,Solsona,Lérida,del 7 de septiembre al 11 de septiembre,,https://fiestas.net/solsona/,Fiesta Mayor de Solsona,
403,https://fiestas.net/espana/38/,Romería Reina de los Ángeles,Alájar,Huelva,8 de septiembre (Aprox.),,https://fiestas.net/alajar/,Romería Reina de los Ángeles,
404,https://fiestas.net/espana/38/,Vírgen de la Antigua,Guadalajara,,8 de septiembre (Aprox.),,https://fiestas.net/guadalajara/,Vírgen de la Antigua,
405,https://fiestas.net/espana/38/,Nuestra Señora de la Cinta,Huelva,,8 de septiembre (Aprox.),,https://fiestas.net/huelva/,Nuestra Señora de la Cinta,
406,https://fiestas.net/espana/38/,Fiestas Patronales,Segorbe,Castellón,8 de septiembre (Aprox.),,https://fiestas.net/segorbe/,Fiestas Patronales,
407,https://fiestas.net/espana/38/,Virgen de Sales,Sueca,Valencia,8 de septiembre (Aprox.),,https://fiestas.net/sueca/,Virgen de Sales,
408,https://fiestas.net/espana/38/,Virgen de San Lorenzo,Valladolid,,8 de septiembre (Aprox.),,https://fiestas.net/valladolid/,Virgen de San Lorenzo,
409,https://fiestas.net/espana/38/,Nuestra Señora de los Remedios,Alcorcón,Madrid,8 de septiembre (Aprox.),,https://fiestas.net/alcorcon/,Nuestra Señora de los Remedios,
410,https://fiestas.net/espana/38/,Virgen de El Castañar,Béjar,Salamanca,8 de septiembre (Aprox.),,https://fiestas.net/bejar/,Virgen de El Castañar,
411,https://fiestas.net/espana/38/,Romería de los Remedios,Betanzos,A Coruña,8 de septiembre (Aprox.),,https://fiestas.net/betanzos/,Romería de los Remedios,
412,https://fiestas.net/espana/38/,Virgen de la Peña,Calatayud,Zaragoza,8 de septiembre (Aprox.),,https://fiestas.net/calatayud/,Virgen de la Peña,
413,https://fiestas.net/espana/39/,Procesión del Fuego,Humanes,Guadalajara,8 de septiembre (Aprox.),,https://fiestas.net/humanes/,Procesión del Fuego,
414,https://fiestas.net/espana/39/,Virgen de Guía,Llanes,Asturias,8 de septiembre (Aprox.),,https://fiestas.net/llanes/,Virgen de Guía,
415,https://fiestas.net/espana/39/,Virgen de la Consolación,Molina de Segura,Murcia,8 de septiembre (Aprox.),,https://fiestas.net/molina-segura/,Virgen de la Consolación,
416,https://fiestas.net/espana/39/,Virgen de Loreto,Mutxamel,Alicante,8 de septiembre (Aprox.),,https://fiestas.net/mutxamel/,Virgen de Loreto,
417,https://fiestas.net/espana/39/,Fiestas del Tura,Olot,Gerona,8 de septiembre (Aprox.),,https://fiestas.net/olot/,Fiestas del Tura,
418,https://fiestas.net/espana/39/,Nuestra Señora de La Soledad,Parla,Madrid,8 de septiembre (Aprox.),,https://fiestas.net/parla/,Nuestra Señora de La Soledad,
419,https://fiestas.net/espana/39/,Virgen de Valencia,Piélagos,Cantabria,8 de septiembre (Aprox.),,https://fiestas.net/pielagos/,Virgen de Valencia,
420,https://fiestas.net/espana/39/,Festas da Guadalupe,Rianxo,A Coruña,8 de septiembre (Aprox.),,https://fiestas.net/rianjo/,Festas da Guadalupe,
421,https://fiestas.net/espana/39/,Romería de Hontanares,Riaza,Segovia,8 de septiembre (Aprox.),,https://fiestas.net/riaza/,Romería de Hontanares,
422,https://fiestas.net/espana/39/,Nuestra Señora del Pino,Teror,Las Palmas,8 de septiembre (Aprox.),,https://fiestas.net/teror/,Nuestra Señora del Pino,
423,https://fiestas.net/espana/40/,Fiesta del Vino y la Vendimia,Valdepeñas,Ciudad Real,8 de septiembre (Aprox.),,https://fiestas.net/valdepenas/,Fiesta del Vino y la Vendimia,
424,https://fiestas.net/espana/40/,Nuestra Señora de la Coronada y de la Vendimia,Villafranca de los Barros,Badajoz,8 de septiembre (Aprox.),,https://fiestas.net/villafranca-los-barros/,Nuestra Señora de la Coronada y de la Vendimia,
425,https://fiestas.net/espana/40/,Cascamorras,Guadix,Granada,9 de septiembre (Aprox.),,https://fiestas.net/guadix/,Cascamorras,
426,https://fiestas.net/espana/40/,Fiestas del Cristo,San Cristóbal de La Laguna,Tenerife,del 9 de septiembre al 14 de septiembre,,https://fiestas.net/san-cristobal-laguna/,Fiestas del Cristo,
427,https://fiestas.net/espana/40/,Feria de Murcia,Murcia,,12 de septiembre (Aprox.),,https://fiestas.net/murcia/,Feria de Murcia,
428,https://fiestas.net/espana/40/,Fiestas Patronales,Aranda de Duero,Burgos,12 de septiembre (Aprox.),,https://fiestas.net/aranda-duero/,Fiestas Patronales,
429,https://fiestas.net/espana/40/,Santo Cristo y San Vicente Ferrer,Graus,Huesca,del 12 de septiembre al 15 de septiembre,,https://fiestas.net/graus/,Santo Cristo y San Vicente Ferrer,
430,https://fiestas.net/espana/40/,Virgen de los Santos,Móstoles,Madrid,12 de septiembre (Aprox.),,https://fiestas.net/mostoles/,Virgen de los Santos,
431,https://fiestas.net/espana/40/,Santísimo Cristo,Candás,Asturias,del 13 de septiembre al 15 de septiembre,,https://fiestas.net/candas/,Santísimo Cristo,
432,https://fiestas.net/espana/40/,Feria,Coria del Río,Sevilla,14 de septiembre (Aprox.),,https://fiestas.net/coria-del-rio/,Feria,
433,https://fiestas.net/espana/41/,Fiestas de Fuenlabrada,Fuenlabrada,Madrid,14 de septiembre (Aprox.),,https://fiestas.net/fuenlabrada/,Fiestas de Fuenlabrada,
434,https://fiestas.net/espana/41/,Exaltación de la Santa Cruz,Galdácano,Vizcaya,14 de septiembre (Aprox.),,https://fiestas.net/galdacano/,Exaltación de la Santa Cruz,
435,https://fiestas.net/espana/41/,Santísimo Cristo de la Expiración,Nava de la Asunción,Segovia,14 de septiembre (Aprox.),,https://fiestas.net/nava-la-asuncion/,Santísimo Cristo de la Expiración,
436,https://fiestas.net/espana/41/,Santa Cruz,Novallas,Zaragoza,14 de septiembre (Aprox.),,https://fiestas.net/novallas/,Santa Cruz,
437,https://fiestas.net/espana/41/,Feria,Yecla,Murcia,14 de septiembre (Aprox.),,https://fiestas.net/yecla/,Feria,
438,https://fiestas.net/espana/41/,Fiestas de Carthagineses y Romanos,Cartagena,Murcia,20 de septiembre (Aprox.),,https://fiestas.net/cartagena/,Fiestas de Carthagineses y Romanos,
439,https://fiestas.net/espana/41/,Feria y Fiesta de la Vendimia,Cigales,Valladolid,20 de septiembre (Aprox.),,https://fiestas.net/cigales/,Feria y Fiesta de la Vendimia,
440,https://fiestas.net/espana/41/,Nazareno,A Pobra do Caramiñal,A Coruña,20 de septiembre (Aprox.),,https://fiestas.net/pobra-do-caraminal/,Nazareno,
441,https://fiestas.net/espana/41/,Feria y Fiestas,Lorca,Murcia,20 de septiembre (Aprox.),,https://fiestas.net/lorca/,Feria y Fiestas,
442,https://fiestas.net/espana/41/,San Mateo,Logroño,La Rioja,21 de septiembre (Aprox.),,https://fiestas.net/logrono/,San Mateo,
443,https://fiestas.net/espana/42/,San Mateo,Oviedo,Asturias,21 de septiembre (Aprox.),,https://fiestas.net/oviedo/,San Mateo,
444,https://fiestas.net/espana/42/,Feria y Fiestas de San Mateo,Villamartín,Cádiz,21 de septiembre (Aprox.),,https://fiestas.net/villamartin/,Feria y Fiestas de San Mateo,
445,https://fiestas.net/espana/42/,San Mateo,Cuenca,,21 de septiembre (Aprox.),,https://fiestas.net/cuenca/,San Mateo,
446,https://fiestas.net/espana/42/,Feria de San Mateo,Reinosa,Cantabria,21 de septiembre (Aprox.),,https://fiestas.net/reinosa/,Feria de San Mateo,
447,https://fiestas.net/espana/42/,Ferias de San Mateo,Talavera de la Reina,Toledo,21 de septiembre (Aprox.),,https://fiestas.net/talavera-la-reina/,Ferias de San Mateo,
448,https://fiestas.net/espana/42/,Fiestas Mayores,Azuqueca de Henares,Guadalajara,22 de septiembre (Aprox.),,https://fiestas.net/azuqueca-henares/,Fiestas Mayores,
449,https://fiestas.net/espana/42/,Santa Tecla,Tarragona,,23 de septiembre (Aprox.),,https://fiestas.net/tarragona/,Santa Tecla,
450,https://fiestas.net/espana/42/,Fiestas de La Merced,Barcelona,,24 de septiembre (Aprox.),,https://fiestas.net/barcelona/,Fiestas de La Merced,
451,https://fiestas.net/espana/42/,Nosa Señora da Mercede,Chanteiro,A Coruña,24 de septiembre (Aprox.),,https://fiestas.net/chanteiro/,Nosa Señora da Mercede,
452,https://fiestas.net/espana/42/,Fiestas de la Misericordia,Reus,Tarragona,25 de septiembre (Aprox.),,https://fiestas.net/reus/,Fiestas de la Misericordia,
453,https://fiestas.net/espana/43/,Los Mártires,Insierto,Asturias,27 de septiembre (Aprox.),,https://fiestas.net/insierto/,Los Mártires,
454,https://fiestas.net/espana/43/,Día de Campoo,Reinosa,Cantabria,27 de septiembre (Aprox.),,https://fiestas.net/reinosa/,Día de Campoo,
455,https://fiestas.net/espana/43/,Feria de San Miguel,Úbeda,Jaén,del 27 de septiembre al 4 de octubre,,https://fiestas.net/ubeda/,Feria de San Miguel,
456,https://fiestas.net/espana/43/,Feria de San Miguel,Torremolinos,Málaga,29 de septiembre (Aprox.),,https://fiestas.net/torremolinos/,Feria de San Miguel,
457,https://fiestas.net/espana/43/,Virgen del Buen Suceso,Almenara,Castellón,29 de septiembre (Aprox.),,https://fiestas.net/almenara/,Virgen del Buen Suceso,
458,https://fiestas.net/espana/43/,Fiestas de Otoño,Lérida,,29 de septiembre (Aprox.),,https://fiestas.net/lerida/,Fiestas de Otoño,
459,https://fiestas.net/espana/43/,San Miguel,Lituénigo,Zaragoza,29 de septiembre (Aprox.),,https://fiestas.net/lituenigo/,San Miguel,
460,https://fiestas.net/espana/43/,San Miguel y San Jerónimo,Olmedo,Valladolid,del 29 de septiembre al 30 de septiembre,,https://fiestas.net/olmedo/,San Miguel y San Jerónimo,
461,https://fiestas.net/espana/43/,Feria y Fiestas,Gandía,Valencia,30 de septiembre (Aprox.),,https://fiestas.net/gandia/,Feria y Fiestas,
462,https://fiestas.net/espana/43/,Feria de Hellín,Hellín,Albacete,30 de septiembre (Aprox.),,https://fiestas.net/hellin/,Feria de Hellín,
463,https://fiestas.net/espana/44/,San Saturio,Soria,,1 de octubre (Aprox.),,https://fiestas.net/soria/,San Saturio,
464,https://fiestas.net/espana/44/,Virgen del Rosario,Torrejón de Ardoz,Madrid,1 de octubre (Aprox.),,https://fiestas.net/torrejon-ardoz/,Virgen del Rosario,
465,https://fiestas.net/espana/44/,Sagrada Familia y Santísimo Cristo,Vall de Uxó,Castellón,1 de octubre (Aprox.),,https://fiestas.net/vall-uxo/,Sagrada Familia y Santísimo Cristo,
466,https://fiestas.net/espana/44/,San Froilán,Lugo,,del 4 de octubre al 12 de octubre,,https://fiestas.net/lugo/,San Froilán,
467,https://fiestas.net/espana/44/,San Froilán,León,,4 de octubre (Aprox.),,https://fiestas.net/leon/,San Froilán,
468,https://fiestas.net/espana/44/,Feria Grande,Castril,Granada,5 de octubre (Aprox.),,https://fiestas.net/castril/,Feria Grande,
469,https://fiestas.net/espana/44/,San Froilán,Valverde de la Virgen,León,5 de octubre (Aprox.),,https://fiestas.net/valverde-la-virgen/,San Froilán,
470,https://fiestas.net/espana/44/,Nuestra Señora del Rosario,Agüimes,Las Palmas,7 de octubre (Aprox.),,https://fiestas.net/aguimes/,Nuestra Señora del Rosario,
471,https://fiestas.net/espana/44/,Nuestra Señora del Rosario,A Coruña,,7 de octubre (Aprox.),,https://fiestas.net/coruna/,Nuestra Señora del Rosario,
472,https://fiestas.net/espana/44/,Virgen del Rosario,Gádor,Almería,7 de octubre (Aprox.),,https://fiestas.net/gador/,Virgen del Rosario,
473,https://fiestas.net/espana/45/,Fiestas de Octubre,Torre-Pacheco,Murcia,7 de octubre (Aprox.),,https://fiestas.net/torre-pacheco/,Fiestas de Octubre,
474,https://fiestas.net/espana/45/,San Nicasio,Leganés,Madrid,11 de octubre (Aprox.),,https://fiestas.net/leganes/,San Nicasio,
475,https://fiestas.net/espana/45/,Fiestas del Pilar,Fraga,Huesca,12 de octubre (Aprox.),,https://fiestas.net/fraga/,Fiestas del Pilar,
476,https://fiestas.net/espana/45/,El Pilar,Zaragoza,,12 de octubre (Aprox.),,https://fiestas.net/zaragoza/,El Pilar,
477,https://fiestas.net/espana/45/,San Fausto,Basauri,Vizcaya,13 de octubre (Aprox.),,https://fiestas.net/basauri/,San Fausto,
478,https://fiestas.net/espana/45/,San Fausto,Durango,Vizcaya,13 de octubre (Aprox.),,https://fiestas.net/durango/,San Fausto,
479,https://fiestas.net/espana/45/,Santa Teresa,Alba de Tormes,Salamanca,15 de octubre (Aprox.),,https://fiestas.net/alba-tormes/,Santa Teresa,
480,https://fiestas.net/espana/45/,Fiestas de Santa Teresa,Ávila,,15 de octubre (Aprox.),,https://fiestas.net/avila/,Fiestas de Santa Teresa,
481,https://fiestas.net/espana/45/,Feria de San Lucas,Jaén,,18 de octubre (Aprox.),,https://fiestas.net/jaen/,Feria de San Lucas,
482,https://fiestas.net/espana/45/,Feiras e Festas de As San Lucas,Mondoñedo,Lugo,18 de octubre (Aprox.),,https://fiestas.net/mondonedo/,Feiras e Festas de As San Lucas,
483,https://fiestas.net/espana/46/,Feria y Fiestas San Pedro Alcántara,San Pedro Alcántara,Málaga,18 de octubre (Aprox.),,https://fiestas.net/san-pedro-alcantara/,Feria y Fiestas San Pedro Alcántara,
484,https://fiestas.net/espana/46/,Fiesta del Cristo,Benamocarra,Málaga,20 de octubre (Aprox.),,https://fiestas.net/benamocarra/,Fiesta del Cristo,
485,https://fiestas.net/espana/46/,Fiesta de la Rosa del Azafrán,Consuegra,Toledo,28 de octubre (Aprox.),,https://fiestas.net/consuegra/,Fiesta de la Rosa del Azafrán,
486,https://fiestas.net/espana/46/,San Narciso,Gerona,,29 de octubre (Aprox.),,https://fiestas.net/gerona/,San Narciso,
487,https://fiestas.net/espana/46/,Último Lunes de Octubre,Guernica y Luno,Vizcaya,29 de octubre (Aprox.),,https://fiestas.net/guernica-y-luno/,Último Lunes de Octubre,
488,https://fiestas.net/espana/46/,Feria de Ganado,Albuñol,Granada,30 de octubre (Aprox.),,https://fiestas.net/albunol/,Feria de Ganado,
489,https://fiestas.net/espana/46/,Feria de Todos los Santos,Cocentaina,Alicante,1 de noviembre (Aprox.),,https://fiestas.net/cocentaina/,Feria de Todos los Santos,
490,https://fiestas.net/espana/46/,Los Humanitarios de San Martín,Moreda,Asturias,11 de noviembre (Aprox.),,https://fiestas.net/moreda/,Los Humanitarios de San Martín,
491,https://fiestas.net/espana/46/,Fiesta del Orujo,Potes,Cantabria,11 de noviembre (Aprox.),,https://fiestas.net/potes/,Fiesta del Orujo,
492,https://fiestas.net/espana/46/,San Diego de Alcalá,Cuevas del Almanzora,Almería,13 de noviembre (Aprox.),,https://fiestas.net/cuevas-del-almanzora/,San Diego de Alcalá,
493,https://fiestas.net/espana/47/,Dijous Bo,Inca,Baleares,15 de noviembre (Aprox.),,https://fiestas.net/inca/,Dijous Bo,
494,https://fiestas.net/espana/47/,Fiestas de San Gregorio,Telde,Las Palmas,17 de noviembre (Aprox.),,https://fiestas.net/telde/,Fiestas de San Gregorio,
495,https://fiestas.net/espana/47/,"San Andrés, Carnoedo",Sada,A Coruña,del 26 de noviembre al 30 de noviembre,,https://fiestas.net/sada/,"San Andrés, Carnoedo",
496,https://fiestas.net/espana/47/,San Andrés,Castro-Urdiales,Cantabria,30 de noviembre (Aprox.),,https://fiestas.net/castro-urdiales/,San Andrés,
497,https://fiestas.net/espana/47/,Los Pegotes,Nava del Rey,Valladolid,30 de noviembre (Aprox.),,https://fiestas.net/nava-del-rey/,Los Pegotes,
498,https://fiestas.net/espana/47/,Feria de la Purísima,San Baudilio de Llobregat,Barcelona,del 6 de diciembre al 8 de diciembre,,https://fiestas.net/san-baudilio-llobregat/,Feria de la Purísima,
499,https://fiestas.net/espana/47/,Los Escobazos,Jarandilla de la Vera,Cáceres,7 de diciembre (Aprox.),,https://fiestas.net/jarandilla-la-vera/,Los Escobazos,
500,https://fiestas.net/espana/47/,El Vítor,Horcajo de Santiago,Cuenca,7 de diciembre (Aprox.),,https://fiestas.net/horcajo-santiago/,El Vítor,
501,https://fiestas.net/espana/47/,Inmaculada Concepción,Torrevieja,Alicante,8 de diciembre (Aprox.),,https://fiestas.net/torrevieja/,Inmaculada Concepción,
502,https://fiestas.net/espana/47/,Fiesta del Mosto y la Chacina,Colmenar,Málaga,10 de diciembre (Aprox.),,https://fiestas.net/colmenar/,Fiesta del Mosto y la Chacina,
503,https://fiestas.net/espana/48/,Virxe da O,Pontevedra,,18 de diciembre (Aprox.),,https://fiestas.net/pontevedra/,Virxe da O,
504,https://fiestas.net/espana/48/,Feria de Santo Tomás,San Sebastián,Guipúzcoa,21 de diciembre (Aprox.),,https://fiestas.net/san-sebastian/,Feria de Santo Tomás,
505,https://fiestas.net/espana/48/,CarnavAlcázar,Alcázar de San Juan,Ciudad Real,del 25 de diciembre al 28 de diciembre,,https://fiestas.net/alcazar-san-juan/,CarnavAlcázar,
506,https://fiestas.net/espana/48/,San Esteban,Echévarri,Vizcaya,26 de diciembre (Aprox.),,https://fiestas.net/echevarri/,San Esteban,
507,https://fiestas.net/espana/48/,Fiestas de la Venida de la Virgen,Elche,Alicante,del 28 de diciembre al 29 de diciembre,,https://fiestas.net/elche/,Fiestas de la Venida de la Virgen,
508,https://fiestas.net/espana/48/,Fiestas de Invierno,Ibi,Alicante,28 de diciembre (Aprox.),,https://fiestas.net/ibi/,Fiestas de Invierno,
509,https://fiestas.net/espana/48/,Los Locos,Jalance,Valencia,28 de diciembre (Aprox.),,https://fiestas.net/jalance/,Los Locos,
